ORGANISMO / CONSEJERÍA;CENTRO GESTOR;ID OPTE CENTRO DE GASTO;CENTRO DE GASTO;CÓDIGO INTERNO;ID OPTE CENTRO DE CONSUMO;CENTRO DE CONSUMO;TIPO DE CENTRO DE CONSUMO;C.I.F.;DIRECCIÓN;SUPERFICIE CONSTRUIDA;OCUPACIÓN;CUPs E;CUPs GN;GSL;TIPO DE CENTRO A NIVEL DE ADMINISTRACIÓN AUTONÓMICA;CÓDIGO MUNICIPIO DIRECCIÓN;MUNICIPIO DIRECCIÓN;COORDENADA X LONGITUD;COORDENADA Y LATITUD;REFERENCIA CATASTRAL 1;REFERENCIA CATASTRAL 2;REFERENCIA CATASTRAL 3;REFERENCIA CATASTRAL 4;REFERENCIA CATASTRAL 5;REFERENCIA CATASTRAL 6;REFERENCIA CATASTRAL 7;Posición
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;239;04018001 - ST MEDIO AMBIENTE VA;;4593;CASA FORES QUINTANILLA DE ONESIMO;OFICINAS;S4711001J;C/ ALONSO PESQUERANº 20 47350 QUINTANILLA DE ONESIMO (VALLADOLID);81;10;1;;;C. ADMINISTRATIVOS;47129;QUINTANILLA DE ONÉSIMO;-4.365974;41.625001;;;;;;;;41.625001, -4.365974
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;239;04018001 - ST MEDIO AMBIENTE VA;;4590;CASA FORES TORDESILLAS;OFICINAS;S4711001J;CTRA. MADRID CORUÑA KM. 181 47100 TORDESILLAS (VALLADOLID);109;8;1;;;C. ADMINISTRATIVOS;47165;TORDESILLAS;-4.999841;41.493568;;;;;;;;41.493568, -4.999841
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;237;04019000 - ST MOVILIDAD Y TRANSFORMA ZA;;4438;BÁSCULA TORO;BÁSCULA;S4711001J;CARRETERA NACIONAL 122, P.K. 425 49800 TORO (ZAMORA);17;1;1;;;OTROS;49219;TORO;-5.375156;41.527142;;;;;;;;41.527142, -5.375156
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;237;04019000 - ST MOVILIDAD Y TRANSFORMA ZA;;4437;ESCALERAS VIVIENDAS CAMINEROS - AV. LA FRONTERA, 5 - BAJO 1;INCENDIOS, RIEGOS, CENTRO CINEGÉTICO, EMISORA, TORRE VIGILANCIA;S4711001J;AV LA FRONTERA, 5 - BAJO 1 49026 ZAMORA (ZAMORA);0;0;1;;;OTROS;49275;ZAMORA;-5.75755;41.50339;;;;;;;;41.50339, -5.75755
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;237;04019000 - ST MOVILIDAD Y TRANSFORMA ZA;;4444;ESPACIO CYL DIGITAL DE ZAMORA;ESPACIO DIGITAL;S4711001J;CL JIMÉNEZ DE QUESADA, 5 - BAJO 1 49029 ZAMORA (ZAMORA);151;5;1;;;C. ADMINISTRATIVOS;49275;ZAMORA;-5.736845;41.513171;;;;;;;;41.513171, -5.736845
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;237;04019000 - ST MOVILIDAD Y TRANSFORMA ZA;;4445;PARQUE DE MAQUINARIA PUEBLA DE SANABRIA;PARQUE MAQUINARIA;S4711001J;BARRIO DE SAN FRANCISCO 49300 PUEBLA DE SANABRIA (ZAMORA);2303;10;5;;;OTROS;49166;PUEBLA DE SANABRIA;-6.6276;42.055621;;;;;;;;42.055621, -6.6276
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;237;04019000 - ST MOVILIDAD Y TRANSFORMA ZA;;4600;REPETIDOR VILLARDECIERVOS;REPETIDOR;S4711001J;CL RECHANO, KM. 0,8 - BAJO 5 49562 VILLARDECIERVOS (ZAMORA);0;;;;;OTROS;49262;VILLARDECIERVOS;-6.286728;41.942162;;;;;;;;41.942162, -6.286728
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;240;04019001 - ST MEDIO AMBIENTE ZA;;7711;BÁSCULA MOMBUEY;BÁSCULA;S4711001J;CRA VILLACASTÍN –VIGO 56 BA-SC 49310 MOMBUEY (ZAMORA);;;1;;;OTROS;49121;MOMBUEY;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;240;04019001 - ST MEDIO AMBIENTE ZA;;4609;OFICINA COMARCAL BAJA SANABRIA. (EL PUENTE).;OFICINAS;S4711001J;CTRA. PUEBLA DE SANABRIA, 4. (EL PUENTE). 49321 ROBLEDA (CAPITAL) (ZAMORA);0;;1;;;C. ADMINISTRATIVOS;49179;ROBLEDA-CERVANTES;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;240;04019001 - ST MEDIO AMBIENTE ZA;;4601;OFICINA COMARCAL VILLARDECIERVOS;OFICINAS;S4711001J;C7ZAMORA, 16 49562 VILLARDECIERVOS (ZAMORA);0;;1;;;C. ADMINISTRATIVOS;49262;VILLARDECIERVOS;-6.28194;41.94123;;;;;;;;41.94123, -6.28194
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;240;04019001 - ST MEDIO AMBIENTE ZA;;4596;REFUGIO ALCAÑICES;REFUGIO;S4711001J;PAGO PORTILLA BLANCA, 1 49500 ALCAÑICES (ZAMORA);0;;1;;;OTROS;49003;ALCAÑICES;-6.347867;41.698659;;;;;;;;41.698659, -6.347867
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;240;04019001 - ST MEDIO AMBIENTE ZA;;7732;TORRE DE VIGILANCIA ERMITA DE GRACIA;INCENDIOS, RIEGOS, CENTRO CINEGÉTICO, EMISORA, TORRE VIGILANCIA;S4711001J;POLÍGONO 137, PARCELA 31, ERMITA DE GRACIA 49211 VILLAMOR DE CADOZOS (ZAMORA);;;1;;;OTROS;49023;BERMILLO DE SAYAGO;;;;;;;;;;
05 - SANIDAD;0501 - SG SANIDAD;313;05010000 - SECRETARÍA GENERAL;;6260;ARCHIVO CENTRAL DE LA CONSEJERÍA DE SANIDAD;ADMINISTRATIVO;S4711001J;PASEO DEL HOSPITAL MILITAR, 24, BAJO 6 VALLADOLID (VALLADOLID);;;;1;;C. ADMINISTRATIVOS;47186;VALLADOLID;-4.735555;41.644605;;;;;;;;41.644605, -4.735555
05 - SANIDAD;0501 - SG SANIDAD;292;05011000 - ST SANIDAD Y BIENESTAR S. AV;;5393;SERVICIO TERRITORIAL DE SANIDAD DE ÁVILA;ADMINISTRATIVO;S4711001J;CALLE SAN JUAN DE LA CRUZ, 28, BAJO 2 05001 ÁVILA (ÁVILA);;;1;1;;C. ADMINISTRATIVOS;05019;ÁVILA;-4.691240053;40.65489354;;;;;;;;40.65489354, -4.691240053
05 - SANIDAD;0501 - SG SANIDAD;293;05012000 - ST SANIDAD Y BIENESTAR S. BU;;5394;SERVICIO FARMACÉUTICO OFICIAL BRIVIESCA;ADMINISTRATIVO;S4711001J;CALLE SANTA CLARA, 3-BIS, BAJO 09240 BRIVIESCA (BURGOS);;;1;;;C. ADMINISTRATIVOS;09056;BRIVIESCA;-3.322679;42.549769;;;;;;;;42.549769, -3.322679
05 - SANIDAD;0501 - SG SANIDAD;293;05012000 - ST SANIDAD Y BIENESTAR S. BU;;5395;SFO DE LERMA;ADMINISTRATIVO;S4711001J;CALLE LOPE DE VEGA, 7, BAJO LOC1 09240 LERMA (BURGOS);;;1;1;;C. ADMINISTRATIVOS;09194;LERMA;-3.755741;42.023314;;;;;;;;42.023314, -3.755741
05 - SANIDAD;0501 - SG SANIDAD;295;05014000 - ST SANIDAD Y BIENESTAR S. PA;;5401;SERVICIO TERRITORIAL DE SANIDAD DE PALENCIA;ADMINISTRATIVO;S4711001J;PLAZA SAN LÁZARO, 3, BAJO PALENCIA (PALENCIA);;;1;1;;C. ADMINISTRATIVOS;34120;PALENCIA;-4.529632009;42.00974957;3422205UM7532S0001ES;;;;;;;42.00974957, -4.529632009
05 - SANIDAD;0501 - SG SANIDAD;297;05016000 - ST SANIDAD Y BIENESTAR S. SG;;5405;SERVICIO TERRITORIAL DE SANIDAD Y BIENESTAR SOCIAL;ADMINISTRATIVO;S4711001J;CALLE JUAN CARLOS I, 3, BAJO 40004 SEGOVIA (SEGOVIA);;;1;;;C. ADMINISTRATIVOS;40194;SEGOVIA;-4.108439619;40.94148663;6928703VL0363S0001AF;;;;;;;40.94148663, -4.108439619
05 - SANIDAD;0501 - SG SANIDAD;298;05017000 - ST SANIDAD Y BIENESTAR S. SO;;5408;SERVICIO TERRITORIAL DE SANIDAD DE SORIA;ADMINISTRATIVO;S4711001J;CALLE NICOLÁS RABAL, 7, BAJO 2 42003 SORIA (SORIA);;;1;1;;C. ADMINISTRATIVOS;42173;SORIA;-2.470453127;41.76351331;4138904WM4243N0001OM;;;;;;;41.76351331, -2.470453127
05 - SANIDAD;0501 - SG SANIDAD;300;05019000 - ST SANIDAD Y BIENESTAR S. ZA;;5413;SFO Y SVOSP DE BENAVENTE;ADMINISTRATIVO;S4711001J;CALLE RÍO TERA, 43, BAJO 7 49600 BENAVENTE (ZAMORA);;;1;1;;C. ADMINISTRATIVOS;49021;BENAVENTE;-5.683805;42.007049;;;;;;;;42.007049, -5.683805
05 - SANIDAD;0522 - GRS(GAE);34;05221003 - G.A.E. ÁVILA;;547;CENTRO DE ESPECIALIDADES PERIFERICO ÁVILA ESTACION;ADMINISTRATIVO;Q0527001B;C/ PASEO DE LA ESTACION ,28 05001 ÁVILA (ÁVILA);3085;25;1;1;1;C. ADMINISTRATIVOS;05019;ÁVILA;-4.68557779;40.65659798;7522007UL5072S0001AP;;;;;;;40.65659798, -4.68557779
05 - SANIDAD;0522 - GRS(GAE);34;05221003 - G.A.E. ÁVILA;;336;HOSPITAL PROVINCIAL AVILA;HOSPITAL CON MENOS DE 300 CAMAS;Q0527001B;AV C/ JESÚS DEL GRAN PODER 42 05003 ÁVILA (ÁVILA);18845;115;1;2;;HOSPITALES;05019;ÁVILA;-4.692951696;40.65019194;;;;;;;;40.65019194, -4.692951696
05 - SANIDAD;0522 - GRS(GAE);68;05222003 - G.A.E. DE BURGOS;;7688;PISO C/ MODESTO CIRUELOS 4-1º A;PISO;Q0977001G;CL MODESTO CIRUELOS 4-1º A   09001 BURGOS (BURGOS);;;1;;;OTROS;09059;BURGOS;;;;;;;;;;
05 - SANIDAD;0522 - GRS(GAE);70;05222005 - G.A.E. ARANDA DUERO;;905;EDIFICIO ALBA (CENTROS DE SALUD Y ESPECIALIDADES);OTRO TIPO DE CENTRO;Q0977004A;CL BURGO DE OSMA 55 09400 ARANDA DE DUERO (BURGOS);2252;62;1;;;OTROS;09018;ARANDA DE DUERO;-3.687504129;41.6666995;2932005VM4123S0001MT;;;;;;;41.6666995, -3.687504129
05 - SANIDAD;0522 - GRS(GAE);70;05222005 - G.A.E. ARANDA DUERO;;495;HOSPITAL SANTOS REYES;HOSPITAL CON MENOS DE 300 CAMAS;Q0977004A;AV RUPERTA BARAYA 6  09400 ARANDA DE DUERO (BURGOS);9776;123;1;2;;HOSPITALES;09018;ARANDA DE DUERO;-3.69186609;41.66948735;2535203VM4123N0001FB;;;;;;;41.66948735, -3.69186609
05 - SANIDAD;0522 - GRS(GAE);70;05222005 - G.A.E. ARANDA DUERO;;497;UME 112 Y ALMACÉN;ADMINISTRATIVO;Q0977004A;AV RUPERTA BARAYA 1- 3  09400 ARANDA DE DUERO (BURGOS);1357;5;1;;;C. ADMINISTRATIVOS;09018;ARANDA DE DUERO;-3.691128;41.669004;2634809VM4123S0083XJ;2634809VM4123S0033PT;;;;;;41.669004, -3.691128
05 - SANIDAD;0522 - GRS(GAE);73;05223003 - G.A.E. LEÓN;;455;CENTRO DE SALUD CONDESA;CENTRO DE SALUD SIN URGENCIAS;Q2469006G;AVDA. CONDESA DE SAGASTA,  Nº 28  LEÓN (LEÓN);5268;170;1;1;;CENTROS DE SALUD;24089;LEÓN;-5.580117;42.599195;8497910TN8189N0001HX;;;;;;;42.599195, -5.580117
05 - SANIDAD;0522 - GRS(GAE);73;05223003 - G.A.E. LEÓN;;479;HOSPITAL DE LEÓN;HOSPITAL CON MAS DE 300 CAMAS;Q2469006G;C/ ALTOS DE NAVA, S/N LEÓN (LEÓN);126539;779;1;1;;HOSPITALES;24089;LEÓN;-5.572418061;42.61943358;9114402TN8291N0001GP;9114401TN8292S0001YS;;;;;;42.61943358, -5.572418061
05 - SANIDAD;0522 - GRS(GAE);89;05225003 - G.A.E. SALAMANCA;;590;HOSPITAL VIRGEN VEGA;HOSPITAL CON MENOS DE 300 CAMAS;Q3769010D;PS SAN VICENTE, 58 PASEO SAN VICENTE, 58-183 37007 SALAMANCA (SALAMANCA);32142;162;1;1;;HOSPITALES;37274;SALAMANCA;-5.672707;40.9648;5187112TL7358E0001ZK;;;;;;;40.9648, -5.672707
05 - SANIDAD;0522 - GRS(GAE);78;05226003 - G.A.E. SEGOVIA;;620;HOSPITAL GENERAL DE SEGOVIA;HOSPITAL CON MAS DE 300 CAMAS;Q4069003D;CL CTRA. DE ÁVILA, S/N 40002 SEGOVIA (SEGOVIA);62685;375;2;3;1;HOSPITALES;40194;SEGOVIA;-4.128308131;40.94240851;5031501VL0352S0001ZH;;;;;;;40.94240851, -4.128308131
05 - SANIDAD;0522 - GRS(GAE);80;05227003 - G.A.E. SORIA;;639;HOSPITAL SANTA BARBARA;HOSPITAL CON MENOS DE 300 CAMAS;Q4269004J;PS SANTA BARBARA PSO. DE SANTA BÁRBARA, S/N 42005 SORIA (SORIA);40953;220;1;2;;HOSPITALES;42173;SORIA;-2.470901431;41.77182559;4047401WM4244N0001MJ;;;;;;;41.77182559, -2.470901431
05 - SANIDAD;0522 - GRS(GAE);83;05228003 - G.A.E. RÍO HORTEGA;;7494;ALMACÉN C/ZANFONA;ALMACÉN, LOCAL, RESTO;Q4777001A;C/ ZANFONA 47012 VALLADOLID (VALLADOLID);;;1;;;OTROS;47186;VALLADOLID;;;;;;;;;;
05 - SANIDAD;0522 - GRS(GAE);83;05228003 - G.A.E. RÍO HORTEGA;;689;HOSPITAL UNIVERSITARIO RÍO HORTEGA;HOSPITAL CON MAS DE 300 CAMAS;Q4777001A;C/ DULZAINA, 2  47012 VALLADOLID (VALLADOLID);144013;606;1;1;;HOSPITALES;47186;VALLADOLID;-4.715132997;41.62884207;7408699UM5170G0001DJ;;;;;;;41.62884207, -4.715132997
05 - SANIDAD;0522 - GRS(GAE);83;05228003 - G.A.E. RÍO HORTEGA;;695;NAVE ALMACÉN;ALMACÉN, LOCAL, RESTO;Q4777001A;C/ COBALTO PARC. 212 POL. SAN CRISTOBAL 47012 VALLADOLID (VALLADOLID);;;1;;;OTROS;47186;VALLADOLID;-4.717593;41.641542;;;;;;;;41.641542, -4.717593
05 - SANIDAD;0522 - GRS(GAE);83;05228003 - G.A.E. RÍO HORTEGA;;7681;PISO C/ ENSEÑANZA Nº 9 (CASA);PISO;Q4777001A;47009 VALLADOLID (VALLADOLID);;;1;1;;OTROS;47186;VALLADOLID;;;;;;;;;;
05 - SANIDAD;0522 - GRS(GAE);83;05228003 - G.A.E. RÍO HORTEGA;;7678;PISO C/ SEMENTERA Nº 2 1º C;PISO;Q4777001A;C/ SEMENTERA Nº 2 1º C 47009 VALLADOLID (VALLADOLID);;;1;1;;OTROS;47186;VALLADOLID;;;;;;;;;;
05 - SANIDAD;0522 - GRS(GAE);83;05228003 - G.A.E. RÍO HORTEGA;;7679;PISO EN PASEO ZORRILLA Nº 56, 2º A;PISO;Q4777001A;PSO ZORRILLA Nº 56, 2º A 47006 VALLADOLID (VALLADOLID);;;1;1;;OTROS;47186;VALLADOLID;;;;;;;;;;
05 - SANIDAD;0522 - GRS(GAE);83;05228003 - G.A.E. RÍO HORTEGA;;7677;PISO PLZA ELÍPTICA Nº 6 (CASA);PISO;Q4777001A;PLZA ELÍPTICA Nº 6  47009 VALLADOLID (VALLADOLID);;;1;1;;OTROS;47186;VALLADOLID;;;;;;;;;;
05 - SANIDAD;0522 - GRS(GAE);85;05228005 - G.A.E. MEDINA CAMPO;;692;HOSPITAL MEDINA DEL CAMPO;HOSPITAL CON MENOS DE 300 CAMAS;Q4777003G;CL CERRADILLA PEÑARANDA, 24 47400 MEDINA DEL CAMPO (VALLADOLID);15864;119;1;2;;HOSPITALES;47085;MEDINA DEL CAMPO;-4.911676646;41.29536578;0035101UL4703N0001YF;;;;;;;41.29536578, -4.911676646
05 - SANIDAD;0522 - GRS(GAE);87;05229003 - G.A.E. ZAMORA;;5576;ESCUELA UNIVERSITARIA DE ENFERMERIA;ESCUELA;Q4919003F;AV REQUEJO, 33 CAMPUS VIRIATO 49022 ZAMORA (ZAMORA);1840;250;1;;;C. EDUCATIVOS;49275;ZAMORA;-5.732852;41.513175;1692002TL7919S0074HY;;;;;;;41.513175, -5.732852
05 - SANIDAD;0522 - GRS(GAE);87;05229003 - G.A.E. ZAMORA;;725;HOSPITAL PROVINCIAL ZAMORA;HOSPITAL CON MENOS DE 300 CAMAS;Q4919003F;C/ HERNÁN CORTÉS, 40 49021 ZAMORA (ZAMORA);18144;205;1;3;1;HOSPITALES;49275;ZAMORA;-5.729879;41.511141;2392022TL6998N0001SK;;;;;;;41.511141, -5.729879
05 - SANIDAD;0523 - GRS (GSA);60;05223000 - G.S.A. LEÓN;;500;GERENCIA DE SALUD DEL ÁREA;ADMINISTRATIVO;Q2419002G;CL JUAN LORENZO SEGURA 3- 1ª PL 24001 LEÓN (LEÓN);770;;1;;;C. ADMINISTRATIVOS;24089;LEÓN;-5.576541;42.596938;8795004TN8189N0054EF;;;;;;;42.596938, -5.576541
05 - SANIDAD;0524 - GRS (GAP);66;05221001 - G.A.P. ÁVILA;;554;CS AVILA NORTE;CENTRO DE SALUD SIN URGENCIAS;Q0527001B;C/ ARTURO DUPERIER, 4  05001 ÁVILA (ÁVILA);1050;27;1;1;1;CENTROS DE SALUD;05019;ÁVILA;-4.69545;40.657348;6823001UL5062S0002KU;;;;;;;40.657348, -4.69545
05 - SANIDAD;0524 - GRS (GAP);66;05221001 - G.A.P. ÁVILA;;558;CS CANDELEDA;CENTRO DE SALUD CON URGENCIAS;Q0527001B;C/ CHILLA S/N  05480 CANDELEDA (ÁVILA);795;16;1;1;1;CENTROS DE SALUD;05047;CANDELEDA;-5.243098;40.15428;9074079UK0497S0001IW;;;;;;;40.15428, -5.243098
05 - SANIDAD;0524 - GRS (GAP);66;05221001 - G.A.P. ÁVILA;;561;CS GREDOS;CENTRO DE SALUD CON URGENCIAS;Q0527001B;C/ LAS MOZAS, S/N  05635 NAVARREDONDA DE GREDOS (ÁVILA);245;13;1;;1;CENTROS DE SALUD;05165;NAVARREDONDA DE GREDOS;-5.132773;40.362061;6923302UL5062S0024QM;;;;;;;40.362061, -5.132773
05 - SANIDAD;0524 - GRS (GAP);66;05221001 - G.A.P. ÁVILA;;563;CS LAS NAVAS;CENTRO DE SALUD CON URGENCIAS;Q0527001B;TRAVESIA GRUPO ESCOLAR, 10 05230 NAVAS DEL MARQUES (LAS) (ÁVILA);1800;19;1;1;;CENTROS DE SALUD;05168;NAVAS DEL MARQUÉS (LAS);-4.332215641;40.60598145;7561019UK8976S0001BY;;;;;;;40.60598145, -4.332215641
05 - SANIDAD;0524 - GRS (GAP);66;05221001 - G.A.P. ÁVILA;;565;CS MOMBELTRAN;CENTRO DE SALUD CON URGENCIAS;Q0527001B;C/ JOSÉ MANUEL FERNÁNDEZ SANTIAGO, S/N   05410 MOMBELTRAN (ÁVILA);588;15;1;;;CENTROS DE SALUD;05132;MOMBELTRÁN;-5.015975205;40.25862815;8787736UK2588N0001FD;;;;;;;40.25862815, -5.015975205
05 - SANIDAD;0524 - GRS (GAP);66;05221001 - G.A.P. ÁVILA;;566;CS MUÑANA;CENTRO DE SALUD CON URGENCIAS;Q0527001B;C/ CANTARRANAS, S/N.-  05540 MUÑANA (ÁVILA);426;14;1;;1;CENTROS DE SALUD;05135;MUÑANA;-5.015191;40.590573;9749403UK2994N0001FG;;;;;;;40.590573, -5.015191
05 - SANIDAD;0524 - GRS (GAP);66;05221001 - G.A.P. ÁVILA;;567;CS MUÑICO;CENTRO DE SALUD CON URGENCIAS;Q0527001B;C/ DE LA SALUD, Nº 1 05145 MUÑICO (ÁVILA);392;13;1;;1;CENTROS DE SALUD;05136;MUÑICO;-5.0274561;40.7051542;9082207UL2098S0001LG;;;;;;;40.7051542, -5.0274561
05 - SANIDAD;0524 - GRS (GAP);66;05221001 - G.A.P. ÁVILA;;568;CS PIEDRAHITA;CENTRO DE SALUD CON URGENCIAS;Q0527001B;PLAZA NUEVA DE LA VILLA, S/N  05500 PIEDRAHITA (ÁVILA);700;25;1;;1;CENTROS DE SALUD;05186;PIEDRAHÍTA;-5.326106;40.462604;2919701UK0821N0001EX;;;;;;;40.462604, -5.326106
05 - SANIDAD;0524 - GRS (GAP);67;05222001 - G.A.P. BURGOS;;519;C.S  GAMONAL  LAS TORRES;CENTRO DE SALUD SIN URGENCIAS;Q0977003C;CL VICENTE ALEIXANDRE  S/N 09007 BURGOS (BURGOS);2044;36;2;1;;CENTROS DE SALUD;09059;BURGOS;-3.67629233777039;42.3542282425779;4495101VM4849N0001YR;;;;;;;42.3542282425779, -3.67629233777039
05 - SANIDAD;0524 - GRS (GAP);67;05222001 - G.A.P. BURGOS;;520;C.S  GARCIA LORCA;CENTRO DE SALUD SIN URGENCIAS;Q0977003C;CL FEDERICO GARCIA LORCA 23 09007 BURGOS (BURGOS);895;33;1;1;;CENTROS DE SALUD;09059;BURGOS;-3.662641;42.350712;5692502VM4859S0002FJ;;;;;;;42.350712, -3.662641
05 - SANIDAD;0524 - GRS (GAP);67;05222001 - G.A.P. BURGOS;;521;C.S  HUERTA DE REY;CENTRO DE SALUD SIN URGENCIAS;Q0977003C;CL CARIDAD 33 09430 HUERTA DEL REY (BURGOS);891;7;1;;1;CENTROS DE SALUD;09174;HUERTA DE REY;-3.348885;41.839675;1121501VM7312S0001KU;;;;;;;41.839675, -3.348885
05 - SANIDAD;0524 - GRS (GAP);67;05222001 - G.A.P. BURGOS;;525;C.S  MEDINA DE POMAR;CENTRO DE SALUD SIN URGENCIAS;Q0977003C;CL ORTIZ DE NAVACERRADA 2 09500 MEDINA DE POMAR (BURGOS);2194;23;2;;;CENTROS DE SALUD;09209;MEDINA DE POMAR;-3.487885;42.931985;0236803VN6503N0001KW;0236804VN6503N0001RW;;;;;;42.931985, -3.487885
05 - SANIDAD;0524 - GRS (GAP);67;05222001 - G.A.P. BURGOS;;526;C.S  MELGAR;CENTRO DE SALUD SIN URGENCIAS;Q0977003C;CL CRUZ DE LA RIVERA  S/N 09100 MELGAR DE FERNAMENTAL (BURGOS);478;14;1;;1;CENTROS DE SALUD;09211;MELGAR DE FERNAMENTAL;-4.249511;42.40342;7455203UM9975N0001LM;;;;;;;42.40342, -4.249511
05 - SANIDAD;0524 - GRS (GAP);67;05222001 - G.A.P. BURGOS;;527;C.S  MIRANDA ESTE;CENTRO DE SALUD SIN URGENCIAS;Q0977003C;CL CIUDAD VIERZON 11 09200 MIRANDA DE EBRO (BURGOS);3563;53;2;1;;CENTROS DE SALUD;09219;MIRANDA DE EBRO;-2.941525448;42.68400584;4859601WN0245N0001SQ;;;;;;;42.68400584, -2.941525448
05 - SANIDAD;0524 - GRS (GAP);67;05222001 - G.A.P. BURGOS;;532;C.S  ROA;CENTRO DE SALUD SIN URGENCIAS;Q0977003C;CR MAMBRILLA  S/N 09300 ROA (BURGOS);599;20;1;;1;CENTROS DE SALUD;09321;ROA;-3.934929;41.69522;2567601VM2126N0001SQ;;;;;;;41.69522, -3.934929
05 - SANIDAD;0524 - GRS (GAP);67;05222001 - G.A.P. BURGOS;;538;C.S  VALLE DE MENA;CENTRO DE SALUD SIN URGENCIAS;Q0977003C;CL NOCEDERA  S/N 09580 VILLASANA DE MENA (CAPITAL) (BURGOS);482;11;1;;1;CENTROS DE SALUD;09410;VALLE DE MENA;-3.282755;43.099134;7121718VN7772S0001MB;;;;;;;43.099134, -3.282755
05 - SANIDAD;0524 - GRS (GAP);67;05222001 - G.A.P. BURGOS;;539;C.S  VALLE DE TOBALINA;CENTRO DE SALUD SIN URGENCIAS;Q0977003C;CR MIRANDA 67 09210 QUINTANA MARTIN GALINDEZ (CAPITAL) (BURGOS);516;5;1;;1;CENTROS DE SALUD;09412;VALLE DE TOBALINA;-3.268047;42.792537;8180615VN7388S0001EF;;;;;;;42.792537, -3.268047
05 - SANIDAD;0524 - GRS (GAP);67;05222001 - G.A.P. BURGOS;;493;C.S. LAS HUELGAS (HOSPITAL MILITAR);CENTRO DE SALUD SIN URGENCIAS;Q0977001G;PASEO DE LOS COMENDADORES, S/N-  09001 BURGOS (BURGOS);4931;17;;;;CENTROS DE SALUD;09059;BURGOS;-3.721224;42.339304;0878002VM4807N0001PM;;;;;;;42.339304, -3.721224
05 - SANIDAD;0524 - GRS (GAP);71;05223001 - G.A.P. LEÓN;;503;CENTRO DE SALUD DE ARMUNIA;CENTRO DE SALUD CON URGENCIAS;Q2469008C;SAN JUAN BOSCO S/N 24190 ARMUNIA (LEÓN);1271;29;1;;1;CENTROS DE SALUD;24089;LEÓN;-5.589181;42.57729;7777215TN8177N0001KU;;;;;;;42.57729, -5.589181
05 - SANIDAD;0524 - GRS (GAP);71;05223001 - G.A.P. LEÓN;;507;CENTRO DE SALUD DE CISTIERNA;CENTRO DE SALUD CON URGENCIAS;Q2469008C;C/ BATALLA DE LEPANTO, S/N CISTIERNA 24800 CISTIERNA (LEÓN);1486;34;1;;1;CENTROS DE SALUD;24056;CISTIERNA;-5.13009;42.805783;5915802UN2451N0001SF;;;;;;;42.805783, -5.13009
05 - SANIDAD;0524 - GRS (GAP);71;05223001 - G.A.P. LEÓN;;508;CENTRO DE SALUD DE CRUCERO;CENTRO DE SALUD SIN URGENCIAS;Q2469008C;C/ CARDENAL CISNEROS, 22 LEÓN 24009 LEÓN (LEÓN);973;25;1;1;;CENTROS DE SALUD;24089;LEÓN;-5.59237;42.5999001;7698927TN8179N0025ZD;7698927TN8179N0026XF;7698927TN8179N0028QH;;;;;42.5999001, -5.59237
05 - SANIDAD;0524 - GRS (GAP);71;05223001 - G.A.P. LEÓN;;509;CENTRO DE SALUD DE CUENCA DEL BERNESGA;CENTRO DE SALUD CON URGENCIAS;Q2469008C;C/ CARDENAL AGUIRRE, S/N LA POLA  (LEÓN) 24600 POLA DE GORDON (LA) (LEÓN);508;16;1;1;1;CENTROS DE SALUD;24114;POLA DE GORDÓN (LA);-5.670198;42.854025;1882605TN8418S0001PM;;;;;;;42.854025, -5.670198
05 - SANIDAD;0524 - GRS (GAP);71;05223001 - G.A.P. LEÓN;;448;CENTRO DE SALUD DE LA ROBLA;CENTRO DE SALUD CON URGENCIAS;Q2469008C;CL ESCRITORA JOSEFINA RODRÍGUEZ 5 - BAJO 2 LA ROBLA 24640 LEÓN (LEÓN);263;9;1;;;CENTROS DE SALUD;24089;LEÓN;-5.6216844;42.8126883;;;;;;;;42.8126883, -5.6216844
05 - SANIDAD;0524 - GRS (GAP);71;05223001 - G.A.P. LEÓN;;454;CENTRO DE SALUD DE MATALLANA;CENTRO DE SALUD CON URGENCIAS;Q2469008C;C / ESTACIÓN, S/N 24830 MATALLANA DE TORIO (LEÓN);635;7;1;;1;CENTROS DE SALUD;24098;MATALLANA DE TORÍO;-5.521877;42.841374;3968605TN9436N0001AQ;;;;;;;42.841374, -5.521877
